=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.28 11:20:18 =~=~=~=~=~=~=~=~=~=~=~=
Initializing MAX30100 for raw data..SUCCESS
Initializing PulseOximeter..SUCCESS

==========================================
Press 's' to start 2-minute data collection
Minute 1: RAW IR/Red data (0.1s intervals)
Minute 2: Processed BPM/SpO2 data (0.1s intervals)
==========================================

==========================================
=== 2-MINUTE DATA COLLECTION STARTED ===
PHASE 1 (0-600 tenths of seconds): RAW IR/Red data
Format: RAW,Time_0.1s,IR_raw,Red_raw,GSR_V,GSR_raw
RAW,83.4,11473,10995,3.001,614
RAW,83.6,11453,10981,3.040,622
RAW,83.8,11378,10948,3.040,622
RAW,83.8,11321,10922,3.011,616
RAW,84.1,11216,10866,3.001,614
RAW,84.1,11191,10859,3.040,622
RAW,84.4,11160,10841,3.040,622
RAW,84.5,11150,10835,3.006,615
RAW,84.6,11162,10843,3.001,614
RAW,84.9,11189,10856,3.006,615
RAW,84.9,11201,10867,3.040,622
RAW,85.3,11263,10898,3.011,616
RAW,85.4,11283,10907,3.040,622
RAW,85.5,11316,10920,3.045,623
RAW,85.8,11338,10929,3.040,622
RAW,85.8,11361,10939,3.006,615
RAW,86.1,11371,10945,3.001,614
RAW,86.2,11375,10943,3.040,622
RAW,86.3,11384,10951,3.045,623
RAW,86.6,11379,10945,3.045,623
RAW,86.7,11380,10948,3.006,615
RAW,86.8,11374,10935,3.006,615
RAW,87.1,11358,10940,3.006,615
RAW,87.1,11358,10935,3.045,623
RAW,87.4,11364,10938,3.040,622
RAW,87.5,11357,10937,3.006,615
RAW,87.6,11361,10943,3.001,614
RAW,87.9,11369,10944,3.001,614
RAW,88.0,11380,10953,3.040,622
RAW,88.2,11393,10956,3.045,623
RAW,88.3,11402,10962,3.001,614
RAW,88.4,11402,10952,3.006,615
RAW,88.5,11401,10958,3.040,622
RAW,88.8,11406,10961,3.045,623
RAW,88.9,11417,10961,3.040,622
RAW,89.2,11431,10969,3.045,623
RAW,89.2,11437,10962,3.006,615
RAW,89.5,11435,10966,3.006,615
RAW,89.6,11443,10974,3.045,623
RAW,89.7,11440,10962,3.045,623
RAW,90.0,11445,10970,3.040,622
RAW,90.0,11443,10971,3.006,615
RAW,90.2,11442,10966,3.006,615
RAW,90.5,11447,10958,3.011,616
RAW,90.5,11454,10963,3.045,623
RAW,90.8,11438,10958,3.045,623
RAW,90.8,11414,10936,3.006,615
RAW,91.0,11301,10877,3.011,616
RAW,91.3,11173,10820,3.006,615
RAW,91.3,11148,10813,3.045,623
RAW,91.5,11104,10794,3.045,623
RAW,91.7,11094,10791,3.011,616
RAW,91.8,11106,10801,3.006,615
RAW,92.1,11119,10804,3.011,616
RAW,92.1,11126,10807,3.045,623
RAW,92.3,11162,10827,3.045,623
RAW,92.6,11191,10836,3.045,623
RAW,92.7,11225,10856,3.045,623
RAW,93.0,11257,10864,3.045,623
RAW,93.1,11275,10876,3.045,623
RAW,93.2,11278,10883,3.006,615
RAW,93.4,11314,10894,3.011,616
RAW,93.6,11322,10890,3.011,616
RAW,93.8,11331,10885,3.050,624
RAW,93.9,11323,10896,3.045,623
RAW,94.2,11315,10885,3.050,624
